id,exitStep,exitStepLastChangedAt,participantID,participantIDLastChangedAt,treatmentName,treatmentNameLastChangedAt,ended,endedLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,treatment,treatmentLastChangedAt,emojiArray,emojiArrayLastChangedAt,introDone,introDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,urlParams,urlParamsLastChangedAt,name,nameLastChangedAt,recipient,recipientLastChangedAt
01HNDC37Z9VXWW1RFGY3PE21WW,,,01HNDC378BFG9TCQJ7CR4KW75P,2024-01-30T14:24:15.337361931Z,experiment2-slider,2024-01-30T14:24:15.343889973Z,,,5ed657c956cb1a0733b9ba5c,2024-01-30T14:24:15.337361931Z,01HNDCKXWSG6JPC51MDWTAD0BN,2024-01-30T14:41:26.573522722Z,,,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:15.343889973Z,,,,,,,{},2024-01-30T14:24:15.822847085Z,,,,
01HNDC38V2G93RE564GF430461,1,2024-01-30T14:29:04.967268482Z,01HNDC386PESZ2K4PD3HSTXPR5,2024-01-30T14:24:16.22696915Z,experiment2-slider,2024-01-30T14:24:16.235249277Z,game ended,2024-01-30T14:27:24.967727527Z,65464deb06498778a263642d,2024-01-30T14:24:16.22696915Z,01HNDC2A4W0MVF0WFWE3QRW4PK,2024-01-30T14:24:32.564657429Z,3,2024-01-30T14:24:42.191039545Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:16.235249277Z,"[""       "","""","""",""🐿️"",""🐿️""]",2024-01-30T14:24:54.332098564Z,true,2024-01-30T14:24:45.804020687Z,"{""age"":""29"",""gender"":""Female"",""strength"":""Normal, average"",""fair"":""No"",""feedback"":""The website crashed and had to play the game again twice"",""education"":""master"",""teammates"":""Some of the teammates did not reply"",""notes"":""Yes"",""politics"":""Center"",""geo"":""Spanish/UK"",""ethnicity"":""Hispanic/Latino""}",2024-01-30T14:29:04.951663835Z,{},2024-01-30T14:24:16.530594135Z,player 4,2024-01-30T14:24:54.332098564Z,01HNDC2ANR1XXE71NH09663030,2024-01-30T14:27:17.877283825Z
01HNDC3DHQBFBFT6HMAEX3XT74,1,2024-01-30T14:35:17.968915699Z,01HNDC3CYMVQGGHCBBWYFJPA11,2024-01-30T14:24:21.047198838Z,experiment2-interactive,2024-01-30T14:24:21.060428012Z,game ended,2024-01-30T14:34:13.958866233Z,612fd7e2ff930c4ce9acfa4e,2024-01-30T14:24:21.047198838Z,01HNDC2ARG7ZAAN8F3DSRF55KQ,2024-01-30T14:26:10.786939937Z,4,2024-01-30T14:26:13.381554946Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:21.060428012Z,"["""",""              "",""🐿️"","""",""🐿️"",""🐿️"",""🐇""]",2024-01-30T14:26:24.93229846Z,true,2024-01-30T14:26:17.028379179Z,"{""age"":""53"",""gender"":""female"",""strength"":"""",""fair"":""yes"",""feedback"":"""",""education"":"""",""teammates"":""yes"",""notes"":""yes"",""politics"":"""",""geo"":""uk"",""ethnicity"":""""}",2024-01-30T14:35:17.994604327Z,{},2024-01-30T14:24:21.361559618Z,player 1,2024-01-30T14:26:24.93229846Z,01HNDC3VQPKD75BZVA7N38HVR5,2024-01-30T14:33:27.821682288Z
01HNDC3GNAB9KAM86NV8D0A83V,1,2024-01-30T14:33:22.842219579Z,01HNDC3GBTEBWAHFSRQC1KP1NW,2024-01-30T14:24:24.234721614Z,experiment2-interactive,2024-01-30T14:24:24.245057267Z,game ended,2024-01-30T14:32:37.218087027Z,6526b009d3812425da63fa1c,2024-01-30T14:24:24.234721614Z,01HNDC24YTK2BJ29Y3EBY2BC28,2024-01-30T14:24:24.245057267Z,4,2024-01-30T14:25:25.01278132Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:24.245057267Z,"[""🐿️"",""              "",""🐿️"",""🐿️"","""",""🐇"","""",""🐿️""]",2024-01-30T14:25:27.196581741Z,true,2024-01-30T14:25:27.001720119Z,"{""age"":""41"",""gender"":""Male"",""strength"":""pretty easy"",""fair"":""I don`t care"",""feedback"":""all good."",""education"":""master"",""teammates"":""yes"",""notes"":""no"",""politics"":""Liberal"",""geo"":""Canada"",""ethnicity"":""Turkish""}",2024-01-30T14:33:22.822027815Z,{},2024-01-30T14:24:24.390118862Z,player 4,2024-01-30T14:25:27.196581741Z,01HNDC2JDVGZF9389F8CNRE8X3,2024-01-30T14:31:58.335993528Z
01HNDC3J0W2AMK8Y8KPGS3A7GA,1,2024-01-30T14:37:46.144033008Z,01HNDC3HDMZZYQCJMTE4T8CPEK,2024-01-30T14:24:25.628179242Z,experiment2-interactive,2024-01-30T14:24:25.636049213Z,game ended,2024-01-30T14:33:44.395097417Z,5c82a5b5c2ceec0017199b48,2024-01-30T14:24:25.628179242Z,01HNDC2B34SM3WBHSNQC5WFKD8,2024-01-30T14:26:38.701954383Z,4,2024-01-30T14:26:46.574557711Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:25.636049213Z,"[""🐿️"",""🐿️"",""🐿️"","""",""🐿️"","""",""🐇"",""🐇"",""🐇"",""                     ""]",2024-01-30T14:26:55.319180745Z,true,2024-01-30T14:26:53.722033816Z,"{""age"":""39"",""gender"":""Male"",""strength"":""I'm quite good with numbers."",""fair"":""Yes"",""feedback"":""n/a"",""education"":""other"",""teammates"":""Their observations didn't always align with what I could see."",""notes"":""No"",""politics"":""Left"",""geo"":""UK"",""ethnicity"":""White""}",2024-01-30T14:37:46.074989982Z,{},2024-01-30T14:24:25.941619877Z,player 3,2024-01-30T14:26:55.319180745Z,01HNDC3RR8BFP7VX4ZFX3KCKNB,2024-01-30T14:33:05.044924792Z
01HNDC3JE91CAPKNSP22YD8VDV,1,2024-01-30T14:36:04.530037479Z,01HNDC3HFWFK049HJMNWG0EQV2,2024-01-30T14:24:26.057539065Z,experiment2-slider,2024-01-30T14:24:26.067259369Z,game ended,2024-01-30T14:34:29.088703807Z,6156c269d6b1ba629b33c093,2024-01-30T14:24:26.057539065Z,01HNDC2BHKP224T7BNRPVGQB6Q,2024-01-30T14:28:57.968253909Z,3,2024-01-30T14:30:13.559716855Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:26.067259369Z,"["""",""🐿️"","""",""""]",2024-01-30T14:31:00.780159825Z,true,2024-01-30T14:30:35.686715781Z,"{""age"":""45"",""gender"":""female"",""strength"":""good"",""fair"":""yes"",""feedback"":""no problema encountered"",""education"":""other"",""teammates"":""I assumed so"",""notes"":""I took notice of the messages sent to me"",""politics"":""central"",""geo"":""british"",""ethnicity"":""white""}",2024-01-30T14:36:04.497578904Z,{},2024-01-30T14:24:26.712832336Z,player 2,2024-01-30T14:31:00.780159825Z,01HNDC7N28YC65GMQPXNG04ERJ,2024-01-30T14:34:11.575246502Z
01HNDC3JTT5Q1YK2SQJE3Q9WG1,,,01HNDC3J7VZHNR9FT9SW5NB73Y,2024-01-30T14:24:26.458385942Z,experiment2-interactive,2024-01-30T14:24:26.467989415Z,,,email,2024-01-30T14:24:26.458385942Z,01HNDCKXY53YSESHWD1285TDKK,2024-01-30T14:36:12.02862826Z,3,2024-01-30T14:25:42.11972052Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:26.467989415Z,,,,,,,{},2024-01-30T14:24:26.823573356Z,,,,
01HNDC3KWPY441KHRVGZ64J73V,,,01HNDC3KH3VJ2KDRYDDVSTVJDB,2024-01-30T14:24:27.542627614Z,experiment2-interactive,2024-01-30T14:24:27.549766771Z,,,5efa5e5318bc3f88c33c96d3,2024-01-30T14:24:27.542627614Z,01HNDCKXY53YSESHWD1285TDKK,2024-01-30T14:36:12.02862826Z,2,2024-01-30T14:24:33.496225773Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:27.549766771Z,,,,,,,{},2024-01-30T14:24:27.730841747Z,,,,
01HNDC3RR8BFP7VX4ZFX3KCKNB,1,2024-01-30T14:35:57.781270022Z,01HNDC3RC3RD340A11A195DP76,2024-01-30T14:24:32.520358828Z,experiment2-interactive,2024-01-30T14:24:32.537420235Z,game ended,2024-01-30T14:33:44.395097417Z,5e5a65b1909ae524ee939e2e,2024-01-30T14:24:32.520358828Z,01HNDC2B34SM3WBHSNQC5WFKD8,2024-01-30T14:26:38.701954383Z,4,2024-01-30T14:25:52.472391261Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:32.537420235Z,"[""🐇"",""🐿️"",""🐿️"","""",""              "","""",""🐿️""]",2024-01-30T14:26:55.319180745Z,true,2024-01-30T14:26:55.006836796Z,"{""age"":""44"",""gender"":""Female"",""strength"":""I tried to stay calm under the time pressure"",""fair"":""sure"",""feedback"":""The first time I tried to do the study, the screen after the instructions loaded and it said there were no experiments right now, which was confusing"",""education"":""bachelor"",""teammates"":""there wasn't much time to figure that out, so I assume they were telling the truth"",""notes"":""the first time"",""politics"":""liberal"",""geo"":""Canada"",""ethnicity"":""caucasian""}",2024-01-30T14:35:57.744775255Z,{},2024-01-30T14:24:32.766601591Z,player 4,2024-01-30T14:26:55.319180745Z,01HNDC2RECB5TXN1MNC9WWGEYT,2024-01-30T14:33:05.044924792Z
01HNDC3T5EK66WXJX8J85HZ21K,,,01HNDC3S9T49YY08P490AD4TXT,2024-01-30T14:24:33.966607299Z,experiment2-interactive,2024-01-30T14:24:33.975630526Z,,,6418ae8b9cca2d8cf76a7bc9,2024-01-30T14:24:33.966607299Z,01HNDCKXY53YSESHWD1285TDKK,2024-01-30T14:36:12.02862826Z,1,2024-01-30T14:24:37.401124794Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:33.975630526Z,,,,,,,{},2024-01-30T14:24:34.392224406Z,,,,
01HNDC3TG93HXXWHMT7CNJ7SW5,1,2024-01-30T14:40:13.787661698Z,01HNDC3SXRTTJBN51MN90BN5R8,2024-01-30T14:24:34.313248547Z,experiment2-interactive,2024-01-30T14:24:34.325555347Z,game ended,2024-01-30T14:38:27.244045047Z,622e282986d38f7f8fb74e93,2024-01-30T14:24:34.313248547Z,01HNDC8WNN4N7QKYAJP6CFRVS3,2024-01-30T14:29:49.06606175Z,4,2024-01-30T14:30:18.907649331Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:34.325555347Z,"["""",""              "",""🐇"",""🐿️"",""🐇"",""🐇"",""""]",2024-01-30T14:30:37.989092146Z,true,2024-01-30T14:30:37.106577665Z,"{""age"":""62"",""gender"":""woman"",""strength"":""weak"",""fair"":""yes"",""feedback"":""no problems"",""education"":""high-school"",""teammates"":""no"",""notes"":""no"",""politics"":""left"",""geo"":""uk"",""ethnicity"":""white""}",2024-01-30T14:40:13.732428618Z,{},2024-01-30T14:24:34.628689964Z,player 2,2024-01-30T14:30:37.989092146Z,01HNDC5FEJ9NB4NJMA2MQQDX23,2024-01-30T14:37:44.55043098Z
01HNDC3VQPKD75BZVA7N38HVR5,,,01HNDC3SZNRRDZ9964K3V7W76Z,2024-01-30T14:24:35.574641159Z,experiment2-interactive,2024-01-30T14:24:35.586203163Z,game ended,2024-01-30T14:34:13.958866233Z,653fb87b3cb99e8f2c730d3d,2024-01-30T14:24:35.574641159Z,01HNDC2ARG7ZAAN8F3DSRF55KQ,2024-01-30T14:26:10.786939937Z,4,2024-01-30T14:26:08.556955582Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:35.586203163Z,"["""",""🐇"","""",""""]",2024-01-30T14:26:24.93229846Z,true,2024-01-30T14:26:20.795241711Z,,,{},2024-01-30T14:24:35.875587095Z,player 2,2024-01-30T14:26:24.93229846Z,01HNDC3YJ79P4J8B855CRPRZS8,2024-01-30T14:33:27.821682288Z
01HNDC3W2278VDMX4D0Z99TY0F,,,01HNDC3VFKJBPBEFM6JZKK0KP1,2024-01-30T14:24:35.906238988Z,experiment2-interactive,2024-01-30T14:24:35.916421811Z,,,5996cafd0ed7ae000199171d,2024-01-30T14:24:35.906238988Z,01HNDCKXY53YSESHWD1285TDKK,2024-01-30T14:36:12.02862826Z,1,2024-01-30T14:24:50.783359106Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:35.916421811Z,,,,,,,{},2024-01-30T14:24:36.205645442Z,,,,
01HNDC3YJ79P4J8B855CRPRZS8,1,2024-01-30T14:36:11.841536922Z,01HNDC3XY5YGH6138RQCC51JS4,2024-01-30T14:24:38.471983984Z,experiment2-interactive,2024-01-30T14:24:38.480453495Z,game ended,2024-01-30T14:34:13.958866233Z,5823327065c6030001570465,2024-01-30T14:24:38.471983984Z,01HNDC2ARG7ZAAN8F3DSRF55KQ,2024-01-30T14:26:10.786939937Z,4,2024-01-30T14:26:10.270624637Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:38.480453495Z,"[""🐿️"",""🐿️"",""🐿️"",""                     "",""🐿️"","""","""",""🐇"",""🐿️""]",2024-01-30T14:26:24.93229846Z,true,2024-01-30T14:26:14.669309804Z,"{""age"":""42"",""gender"":""male"",""strength"":""unsure, felt like the survey was buggy as I kept being shown the same view"",""fair"":""sure"",""feedback"":""not sure if the way the survey is designed, but seemed buggy - couldnt load in at first, got the error message that no studies were available..then it eventually loaded in and I saw the same view every round - feels very buggy!!!!!"",""education"":""bachelor"",""teammates"":""I have no idea - there were no rounds where we saw the same animals and I saw the same view almost every time, if not every time"",""notes"":""yes"",""politics"":""Left"",""geo"":""North West"",""ethnicity"":""British""}",2024-01-30T14:36:11.812638814Z,{},2024-01-30T14:24:38.801848125Z,player 3,2024-01-30T14:26:24.93229846Z,01HNDC5C4J29952SZDTVY7XS24,2024-01-30T14:33:27.821682288Z
01HNDC3ZD7Z4ND0ZB1WQZND0M2,1,2024-01-30T14:35:31.964522595Z,01HNDC3YK4GH3KS640T3MQC6W0,2024-01-30T14:24:39.335808628Z,experiment2-interactive,2024-01-30T14:24:39.342593462Z,game ended,2024-01-30T14:33:13.942971495Z,6001944c90dd7f081710f788,2024-01-30T14:24:39.335808628Z,01HNDC2AJXWT76YQQ38QCXAH1Z,2024-01-30T14:26:00.031605832Z,4,2024-01-30T14:26:08.652520161Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:39.342593462Z,"[""🐇"","""",""🐿️"",""🐇"",""🐿️"",""                     "",""🐿️"",""🐿️"",""""]",2024-01-30T14:26:10.867682293Z,true,2024-01-30T14:26:10.654012568Z,"{""age"":""66"",""gender"":""female"",""strength"":""Watching what the others said and altering my thinking accordingly"",""fair"":""Yes"",""feedback"":""On one occasion my screen went blank. I reported this as a prblem but when I clicked back the game restaorted from the beginning"",""education"":""bachelor"",""teammates"":""I presume so"",""notes"":""Yes"",""politics"":""left"",""geo"":""British"",""ethnicity"":""white British""}",2024-01-30T14:35:31.940424566Z,{},2024-01-30T14:24:39.726464246Z,player 4,2024-01-30T14:26:10.867682293Z,01HNDC2D8WY368FQYJB3AYA6PD,2024-01-30T14:32:32.678202779Z
01HNDC40RWJFYYMT8CYTH6KGQS,1,2024-01-30T14:35:44.528053706Z,01HNDC402AECFDV2XXHH703BB0,2024-01-30T14:24:40.732261267Z,experiment2-interactive,2024-01-30T14:24:40.742025643Z,game ended,2024-01-30T14:33:36.069663126Z,63d5438c43c3c41d0ffd96c0,2024-01-30T14:24:40.732261267Z,01HNDC2A4VNJPH4WH9V4PA3H0M,2024-01-30T14:25:27.130582715Z,4,2024-01-30T14:25:26.639081437Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:40.742025643Z,"[""              "",""🐿️"",""🐇"","""",""🐇"",""🐿️"","""",""🐇""]",2024-01-30T14:26:00.087653847Z,true,2024-01-30T14:25:29.435067925Z,"{""age"":""33"",""gender"":""Male"",""strength"":""I don't think I had any. I misunderstood and forgot to keep track of all of the information to determine the overall ratio. It could have been that the instructions weren't clear or I wasn't \""on it\""."",""fair"":""Yes"",""feedback"":""The site timed out a lot before the game started and almost excluded me from the study."",""education"":""master"",""teammates"":""For the most part everything seemed reasonable, although one person decided there were chipmunks."",""notes"":""I paid attention to what they said, but didn't take notes between rounds."",""politics"":""Left"",""geo"":""Yorkshire"",""ethnicity"":""British""}",2024-01-30T14:35:44.555237699Z,{},2024-01-30T14:24:41.054738139Z,player 2,2024-01-30T14:26:00.087653847Z,01HNDC54D6T7P37CQA8S39RPW2,2024-01-30T14:32:48.544014641Z
01HNDC41WAPFC1X05Y4S51AB97,1,2024-01-30T14:35:42.346013201Z,01HNDC419YW99XY3NWHDKB9CWB,2024-01-30T14:24:41.866105072Z,experiment2-interactive,2024-01-30T14:24:41.875220176Z,game ended,2024-01-30T14:34:27.696909895Z,60652959efd259d00b3ef90b,2024-01-30T14:24:41.866105072Z,01HNDC2AYD78NVQPS5K3YNYW8T,2024-01-30T14:26:24.843851869Z,4,2024-01-30T14:26:20.616766654Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:41.875220176Z,"[""🐿️"",""🐇"","""",""🐿️"",""                     "",""🐿️"","""",""🐇"",""🐿️""]",2024-01-30T14:26:38.905132949Z,true,2024-01-30T14:26:28.000067221Z,"{""age"":""21"",""gender"":""female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":"""",""teammates"":""they weren't completely telling on some occasions if there was any figure of another animal like a squirrel. "",""notes"":""yes I did"",""politics"":"""",""geo"":"""",""ethnicity"":""""}",2024-01-30T14:35:42.370076127Z,{},2024-01-30T14:24:42.153108783Z,player 2,2024-01-30T14:26:38.905132949Z,01HNDC5TCV4XRJQR0ZMGE8RH5T,2024-01-30T14:33:30.550629295Z
01HNDC426S45EHRYBXWQF9H8BR,1,2024-01-30T14:36:30.484852139Z,01HNDC41EJCTZ80P47B0ZRKNG3,2024-01-30T14:24:42.201352859Z,experiment2-interactive,2024-01-30T14:24:42.209299904Z,game ended,2024-01-30T14:35:25.889378563Z,64837ba51422d817b62cc5cc,2024-01-30T14:24:42.201352859Z,01HNDC2BQ00H9XZGC03T039MMS,2024-01-30T14:27:53.625427151Z,4,2024-01-30T14:27:42.688888295Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:42.209299904Z,"[""🐇"","""",""🐿️"",""🐿️"",""                     "",""🐇"",""🐿️"","""",""🐿️"",""🐿️""]",2024-01-30T14:28:03.420535616Z,true,2024-01-30T14:27:59.600194521Z,"{""age"":""65"",""gender"":""female"",""strength"":""it was ok - guestimates"",""fair"":""yes"",""feedback"":""none"",""education"":""high-school"",""teammates"":""not sure "",""notes"":""yes"",""politics"":""conmservative"",""geo"":""british"",""ethnicity"":""white ""}",2024-01-30T14:36:30.454363276Z,{},2024-01-30T14:24:42.589633367Z,player 2,2024-01-30T14:28:03.420535616Z,01HNDC497MFXJXTEY7ZXA0E3BW,2024-01-30T14:34:36.038667645Z
01HNDC46455P8KMWFYTTK3GN30,1,2024-01-30T14:36:52.961808183Z,01HNDC45E1V4SZXVE6X4YS76EY,2024-01-30T14:24:46.213777901Z,experiment2-interactive,2024-01-30T14:24:46.225358248Z,game ended,2024-01-30T14:35:49.474542856Z,5d53d043e36afb001ae105e9,2024-01-30T14:24:46.213777901Z,01HNDC2BHM393KXWD5YX385MNA,2024-01-30T14:27:37.183882041Z,4,2024-01-30T14:27:42.360588393Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:46.225358248Z,"[""       "","""",""🐿️"",""🐿️"",""🐿️"",""""]",2024-01-30T14:27:53.820978925Z,true,2024-01-30T14:27:44.526410587Z,"{""age"":""48"",""gender"":""female"",""strength"":""Fair"",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""I think so"",""notes"":""no"",""politics"":""Left"",""geo"":""English"",""ethnicity"":""White British""}",2024-01-30T14:36:53.005754115Z,{},2024-01-30T14:24:46.680738934Z,player 3,2024-01-30T14:27:53.820978925Z,01HNDC77RXJRB1MGN5JAKRCTDK,2024-01-30T14:35:08.97846288Z
01HNDC465KVGQYVMC8H6CFZ691,1,2024-01-30T14:35:53.095861375Z,01HNDC45E1V4SZXVE6X3H5EKDP,2024-01-30T14:24:46.259535403Z,experiment2-interactive,2024-01-30T14:24:46.273449604Z,game ended,2024-01-30T14:35:16.325100069Z,60a2dbe656a4eebbf0152bdc,2024-01-30T14:24:46.259535403Z,01HNDC2BCZKEANV43CSR2SX936,2024-01-30T14:27:12.865665762Z,4,2024-01-30T14:27:28.239105216Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:46.273449604Z,"[""🐇"",""🐿️"",""🐿️"",""🐇"","""",""                     "",""🐇"","""",""🐿️"",""🐇""]",2024-01-30T14:27:37.329126908Z,true,2024-01-30T14:27:33.209887364Z,"{""age"":""26"",""gender"":""F"",""strength"":""weak, i am not good at maths"",""fair"":""yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""i dont know"",""notes"":""no"",""politics"":""left"",""geo"":""london england"",""ethnicity"":""White Britis""}",2024-01-30T14:35:53.020411179Z,{},2024-01-30T14:24:46.696515316Z,player 2,2024-01-30T14:27:37.329126908Z,01HNDC6F2X9QTEFCW1M76SR000,2024-01-30T14:34:14.575144896Z
01HNDC46Y44CB4JPZ3418PN39K,1,2024-01-30T14:36:11.875031228Z,01HNDC46KM2GW3JQC2PHYPXC2E,2024-01-30T14:24:47.044141446Z,experiment2-interactive,2024-01-30T14:24:47.05144852Z,game ended,2024-01-30T14:35:10.646144891Z,SecretJuice,2024-01-30T14:24:47.044141446Z,01HNDC2B8DN3C5F3W5HR7P7DG3,2024-01-30T14:26:55.172691931Z,4,2024-01-30T14:27:07.038180677Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:47.05144852Z,"[""🐿️"","""",""              "","""",""🐇"",""🐿️"",""🐿️""]",2024-01-30T14:27:13.037921437Z,true,2024-01-30T14:27:12.699119208Z,"{""age"":""25"",""gender"":""Man"",""strength"":""Average"",""fair"":""No"",""feedback"":"""",""education"":""high-school"",""teammates"":""Probably"",""notes"":""no"",""politics"":""Centrist"",""geo"":""Montreal, (Quebec)"",""ethnicity"":""Moroccan""}",2024-01-30T14:36:11.907499575Z,{},2024-01-30T14:24:47.216443254Z,player 2,2024-01-30T14:27:13.037921437Z,01HNDC5RQD0G31WP42ZWKTYQTQ,2024-01-30T14:34:20.131201395Z
01HNDC497MFXJXTEY7ZXA0E3BW,1,2024-01-30T14:37:37.938533546Z,01HNDC48ZTGTM3ZEV4DQJ7YXTC,2024-01-30T14:24:49.396916393Z,experiment2-interactive,2024-01-30T14:24:49.406469907Z,game ended,2024-01-30T14:35:25.889378563Z,5c5db292be38480001141cf8,2024-01-30T14:24:49.396916393Z,01HNDC2BQ00H9XZGC03T039MMS,2024-01-30T14:27:53.625427151Z,4,2024-01-30T14:27:50.494400533Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:49.406469907Z,"["""",""🐿️"",""🐿️"",""🐿️"",""                            "",""🐿️"",""🐿️"",""🐿️"",""🐿️"","""",""🐇""]",2024-01-30T14:28:03.420535616Z,true,2024-01-30T14:28:03.007470536Z,"{""age"":""26"",""gender"":""Non-binary"",""strength"":""pretty good"",""fair"":""yes"",""feedback"":""I had to refresh a couple times even with adblock off to get things to load"",""education"":""high-school"",""teammates"":""Yes and I believe so"",""notes"":""mentally, yes"",""politics"":""Centrist"",""geo"":""Canada"",""ethnicity"":""White""}",2024-01-30T14:37:37.864929978Z,{},2024-01-30T14:24:49.530181154Z,player 3,2024-01-30T14:28:03.420535616Z,01HNDC5EHSR57YAB30TXRQR5FA,2024-01-30T14:34:36.038667645Z
01HNDC4ECJZ3TXV68P7GJ4JKVX,1,2024-01-30T14:35:42.320520696Z,01HNDC4D7DECTH7Z5ZSG3K0NA3,2024-01-30T14:24:54.674697064Z,experiment2-interactive,2024-01-30T14:24:54.683612091Z,game ended,2024-01-30T14:34:53.932964312Z,5ced93a3f0e9da0017902946,2024-01-30T14:24:54.674697064Z,01HNDC2SJR3K7AYMSQGCJTX52W,2024-01-30T14:28:13.788963903Z,4,2024-01-30T14:28:10.812641572Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:54.683612091Z,"["""","""",""🐿️"",""       "",""🐿️""]",2024-01-30T14:28:42.774207931Z,true,2024-01-30T14:28:19.469234668Z,"{""age"":""52"",""gender"":""Female"",""strength"":""good"",""fair"":""fair"",""feedback"":"""",""education"":""bachelor"",""teammates"":""yes"",""notes"":""no"",""politics"":"""",""geo"":""British"",""ethnicity"":""White""}",2024-01-30T14:35:42.295591721Z,{},2024-01-30T14:24:55.508445212Z,player 2,2024-01-30T14:28:42.774207931Z,01HNDC57GTCRFAQF471EZKJ3TQ,2024-01-30T14:34:07.000724918Z
01HNDC4JC9AWTT9XZ54PWGHSWX,1,2024-01-30T14:41:24.434140685Z,01HNDC4J3A2N3NB08A7GB0TWRH,2024-01-30T14:24:58.76171816Z,experiment2-interactive,2024-01-30T14:24:58.770064133Z,game ended,2024-01-30T14:39:48.048115722Z,5adc532809eae2000112bfb7,2024-01-30T14:24:58.76171816Z,01HNDC8X9AJ1GFFCCZJ3AWABH1,2024-01-30T14:30:37.305447284Z,4,2024-01-30T14:30:52.861808902Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:58.770064133Z,"[""🐿️"","""","""",""🐿️"",""              "",""🐇"",""🐿️""]",2024-01-30T14:31:48.583854266Z,true,2024-01-30T14:30:56.374349252Z,"{""age"":""27"",""gender"":""Male"",""strength"":""Pretty well."",""fair"":""Yes,  I do."",""feedback"":""None."",""education"":""bachelor"",""teammates"":""Yes, we got straight to the point to help each other."",""notes"":""No, I did not but I made a mental note of the numbers. "",""politics"":""Middle of the road"",""geo"":""Greek"",""ethnicity"":""White European""}",2024-01-30T14:41:24.399223566Z,{},2024-01-30T14:24:58.932389449Z,player 2,2024-01-30T14:31:48.583854266Z,01HNDC645B7V9G4HAWS35HBAN6,2024-01-30T14:39:07.809609058Z
